planning_cycle,forecast_as_of_date,planning_month,month_index,horizon_month_number,sku_id,channel_id,lifecycle_phase,launch_scenario,weather_scenario,pre_weather_units,weather_adjustment_pct,weather_adjusted_units,analytical_baseline_units,forecast_version,provenance
CYCLE_01_2026-08,2026-08-24,2028-02,18,18,HIS-001,ECOM,SECOND-SEASON / MATURATION,LOW,NORMAL,921.26,0.0,921.26,921.26,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
CYCLE_01_2026-08,2026-08-24,2028-02,18,18,HIS-001,RETAIL,SECOND-SEASON / MATURATION,BASE,MILD,955.37,-0.04,917.15,917.15,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
CYCLE_01_2026-08,2026-08-24,2028-02,18,18,HIS-001,RETAIL,SECOND-SEASON / MATURATION,BASE,NORMAL,955.37,0.0,955.37,955.37,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
CYCLE_01_2026-08,2026-08-24,2028-02,18,18,HIS-001,RETAIL,SECOND-SEASON / MATURATION,BASE,SEVERE,955.37,0.056,1008.87,1008.87,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
CYCLE_01_2026-08,2026-08-24,2028-02,18,18,HIS-001,RETAIL,SECOND-SEASON / MATURATION,HIGH,NORMAL,1194.23,0.0,1194.23,1194.23,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
CYCLE_01_2026-08,2026-08-24,2028-02,18,18,HIS-001,RETAIL,SECOND-SEASON / MATURATION,LOW,NORMAL,716.52,0.0,716.52,716.52,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
CYCLE_01_2026-08,2026-08-24,2028-02,18,18,HIS-001,WHOLESALE,SECOND-SEASON / MATURATION,BASE,MILD,545.93,-0.04,524.08,524.08,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
CYCLE_01_2026-08,2026-08-24,2028-02,18,18,HIS-001,WHOLESALE,SECOND-SEASON / MATURATION,BASE,NORMAL,545.93,0.0,545.93,545.93,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
CYCLE_01_2026-08,2026-08-24,2028-02,18,18,HIS-001,WHOLESALE,SECOND-SEASON / MATURATION,BASE,SEVERE,545.93,0.056,576.5,576.5,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
CYCLE_01_2026-08,2026-08-24,2028-02,18,18,HIS-001,WHOLESALE,SECOND-SEASON / MATURATION,HIGH,NORMAL,682.41,0.0,682.41,682.41,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
CYCLE_01_2026-08,2026-08-24,2028-02,18,18,HIS-001,WHOLESALE,SECOND-SEASON / MATURATION,LOW,NORMAL,409.45,0.0,409.45,409.45,V0_ANALYTICAL_BASELINE,"DERIVED: FROZEN MATURE ANALOG DATA (APS-001, IMH-001) + SYNTHETIC PLANNING ASSUMPTIONS"
